CODIGO_ESTACION,NOMBRE_ESTACION,NUCLEO_CERCANIAS,TRAMO_HORARIO,VIAJEROS_SUBIDOS,VIAJEROS_BAJADOS
14223,SANTANDER,CANTABRIA AM,06:30 - 07:00,22,0
14223,SANTANDER,CANTABRIA AM,07:00 - 07:30,37,65
14223,SANTANDER,CANTABRIA AM,07:30 - 08:00,49,153
14223,SANTANDER,CANTABRIA AM,08:00 - 08:30,91,233
14223,SANTANDER,CANTABRIA AM,08:30 - 09:00,30,236
14223,SANTANDER,CANTABRIA AM,09:00 - 09:30,73,193
14223,SANTANDER,CANTABRIA AM,09:30 - 10:00,39,164
14223,SANTANDER,CANTABRIA AM,10:00 - 10:30,62,114
14223,SANTANDER,CANTABRIA AM,10:30 - 11:00,29,123
14223,SANTANDER,CANTABRIA AM,11:00 - 11:30,106,82
14223,SANTANDER,CANTABRIA AM,11:30 - 12:00,63,70
14223,SANTANDER,CANTABRIA AM,12:00 - 12:30,127,51
14223,SANTANDER,CANTABRIA AM,12:30 - 13:00,72,82
14223,SANTANDER,CANTABRIA AM,13:00 - 13:30,158,33
14223,SANTANDER,CANTABRIA AM,13:30 - 14:00,190,98
14223,SANTANDER,CANTABRIA AM,14:00 - 14:30,282,43
14223,SANTANDER,CANTABRIA AM,14:30 - 15:00,225,94
14223,SANTANDER,CANTABRIA AM,15:00 - 15:30,146,141
14223,SANTANDER,CANTABRIA AM,15:30 - 16:00,63,183
14223,SANTANDER,CANTABRIA AM,16:00 - 16:30,141,147
14223,SANTANDER,CANTABRIA AM,16:30 - 17:00,68,152
14223,SANTANDER,CANTABRIA AM,17:00 - 17:30,123,58
14223,SANTANDER,CANTABRIA AM,17:30 - 18:00,44,139
14223,SANTANDER,CANTABRIA AM,18:00 - 18:30,202,38
14223,SANTANDER,CANTABRIA AM,18:30 - 19:00,115,78
14223,SANTANDER,CANTABRIA AM,19:00 - 19:30,196,34
14223,SANTANDER,CANTABRIA AM,19:30 - 20:00,159,82
14223,SANTANDER,CANTABRIA AM,20:00 - 20:30,218,62
14223,SANTANDER,CANTABRIA AM,20:30 - 21:00,156,62
14223,SANTANDER,CANTABRIA AM,21:00 - 21:30,126,67
14223,SANTANDER,CANTABRIA AM,21:30 - 22:00,44,38
14223,SANTANDER,CANTABRIA AM,22:00 - 22:30,35,36
14223,SANTANDER,CANTABRIA AM,22:30 - 23:00,0,10
14223,SANTANDER,CANTABRIA AM,23:00 - 23:30,0,3
14223,SANTANDER,CANTABRIA AM,23:30 - 00:00,0,2
14230,VALDECILLA,CANTABRIA,00:00 - 00:30,0,0
14230,VALDECILLA,CANTABRIA,06:30 - 07:00,1,0
14230,VALDECILLA,CANTABRIA,07:00 - 07:30,0,3
14230,VALDECILLA,CANTABRIA,07:30 - 08:00,8,23
14230,VALDECILLA,CANTABRIA,08:00 - 08:30,7,23
14230,VALDECILLA,CANTABRIA,08:30 - 09:00,0,26
14230,VALDECILLA,CANTABRIA,09:00 - 09:30,0,13
14230,VALDECILLA,CANTABRIA,09:30 - 10:00,1,15
14230,VALDECILLA,CANTABRIA,10:00 - 10:30,6,12
14230,VALDECILLA,CANTABRIA,11:00 - 11:30,10,1
14230,VALDECILLA,CANTABRIA,11:30 - 12:00,0,9
14230,VALDECILLA,CANTABRIA,12:00 - 12:30,10,0
14230,VALDECILLA,CANTABRIA,12:30 - 13:00,0,9
14230,VALDECILLA,CANTABRIA,13:00 - 13:30,10,9
14230,VALDECILLA,CANTABRIA,13:30 - 14:00,19,0
14230,VALDECILLA,CANTABRIA,14:00 - 14:30,14,0
14230,VALDECILLA,CANTABRIA,14:30 - 15:00,19,4
14230,VALDECILLA,CANTABRIA,15:00 - 15:30,8,6
14230,VALDECILLA,CANTABRIA,15:30 - 16:00,1,1
14230,VALDECILLA,CANTABRIA,16:00 - 16:30,0,6
14230,VALDECILLA,CANTABRIA,16:30 - 17:00,10,3
14230,VALDECILLA,CANTABRIA,17:30 - 18:00,3,10
14230,VALDECILLA,CANTABRIA,18:00 - 18:30,9,1
14230,VALDECILLA,CANTABRIA,18:30 - 19:00,0,1
14230,VALDECILLA,CANTABRIA,19:00 - 19:30,7,5
14230,VALDECILLA,CANTABRIA,19:30 - 20:00,6,0
14230,VALDECILLA,CANTABRIA,20:00 - 20:30,0,3
14230,VALDECILLA,CANTABRIA,20:30 - 21:00,11,0
14230,VALDECILLA,CANTABRIA,21:00 - 21:30,2,5
14230,VALDECILLA,CANTABRIA,22:00 - 22:30,0,4
14230,VALDECILLA,CANTABRIA,22:30 - 23:00,1,1
14231,NUEVA MONTAÑA,CANTABRIA,00:00 - 00:30,0,0
14231,NUEVA MONTAÑA,CANTABRIA,06:30 - 07:00,1,0
14231,NUEVA MONTAÑA,CANTABRIA,07:30 - 08:00,7,10
14231,NUEVA MONTAÑA,CANTABRIA,08:00 - 08:30,5,4
14231,NUEVA MONTAÑA,CANTABRIA,08:30 - 09:00,2,8
14231,NUEVA MONTAÑA,CANTABRIA,09:00 - 09:30,3,0
14231,NUEVA MONTAÑA,CANTABRIA,09:30 - 10:00,2,2
14231,NUEVA MONTAÑA,CANTABRIA,10:00 - 10:30,2,0
14231,NUEVA MONTAÑA,CANTABRIA,11:00 - 11:30,0,0
14231,NUEVA MONTAÑA,CANTABRIA,11:30 - 12:00,1,0
14231,NUEVA MONTAÑA,CANTABRIA,12:00 - 12:30,1,2
14231,NUEVA MONTAÑA,CANTABRIA,12:30 - 13:00,1,0
14231,NUEVA MONTAÑA,CANTABRIA,13:00 - 13:30,2,2
14231,NUEVA MONTAÑA,CANTABRIA,13:30 - 14:00,2,6
14231,NUEVA MONTAÑA,CANTABRIA,14:00 - 14:30,8,6
14231,NUEVA MONTAÑA,CANTABRIA,14:30 - 15:00,4,3
14231,NUEVA MONTAÑA,CANTABRIA,15:00 - 15:30,2,6
14231,NUEVA MONTAÑA,CANTABRIA,16:00 - 16:30,8,3
14231,NUEVA MONTAÑA,CANTABRIA,16:30 - 17:00,4,3
14231,NUEVA MONTAÑA,CANTABRIA,17:00 - 17:30,0,0
14231,NUEVA MONTAÑA,CANTABRIA,17:30 - 18:00,0,0
14231,NUEVA MONTAÑA,CANTABRIA,18:00 - 18:30,2,2
14231,NUEVA MONTAÑA,CANTABRIA,18:30 - 19:00,1,0
14231,NUEVA MONTAÑA,CANTABRIA,19:00 - 19:30,2,6
14231,NUEVA MONTAÑA,CANTABRIA,19:30 - 20:00,1,3
14231,NUEVA MONTAÑA,CANTABRIA,20:00 - 20:30,0,0
14231,NUEVA MONTAÑA,CANTABRIA,20:30 - 21:00,1,4
14231,NUEVA MONTAÑA,CANTABRIA,21:00 - 21:30,1,3
14231,NUEVA MONTAÑA,CANTABRIA,22:00 - 22:30,0,0
14231,NUEVA MONTAÑA,CANTABRIA,22:30 - 23:00,3,1
14232,LOMBERA,CANTABRIA,06:30 - 07:00,3,0
14232,LOMBERA,CANTABRIA,07:00 - 07:30,7,0
14232,LOMBERA,CANTABRIA,08:00 - 08:30,15,5
14232,LOMBERA,CANTABRIA,09:00 - 09:30,0,0
14232,LOMBERA,CANTABRIA,09:30 - 10:00,2,0
14232,LOMBERA,CANTABRIA,10:30 - 11:00,9,4
14232,LOMBERA,CANTABRIA,12:30 - 13:00,6,0
14232,LOMBERA,CANTABRIA,13:00 - 13:30,0,4
14232,LOMBERA,CANTABRIA,14:00 - 14:30,1,12
14232,LOMBERA,CANTABRIA,14:30 - 15:00,6,0
14232,LOMBERA,CANTABRIA,15:00 - 15:30,1,8
14232,LOMBERA,CANTABRIA,15:30 - 16:00,7,0
14232,LOMBERA,CANTABRIA,16:00 - 16:30,1,3
14232,LOMBERA,CANTABRIA,16:30 - 17:00,4,4
14232,LOMBERA,CANTABRIA,17:30 - 18:00,0,2
14232,LOMBERA,CANTABRIA,18:00 - 18:30,0,0
14232,LOMBERA,CANTABRIA,19:00 - 19:30,1,7
14232,LOMBERA,CANTABRIA,19:30 - 20:00,1,0
14232,LOMBERA,CANTABRIA,20:00 - 20:30,0,5
14232,LOMBERA,CANTABRIA,20:30 - 21:00,4,0
14232,LOMBERA,CANTABRIA,21:00 - 21:30,4,10
14232,LOMBERA,CANTABRIA,21:30 - 22:00,1,0
14232,LOMBERA,CANTABRIA,23:00 - 23:30,0,1
14233,RIO EBRO,CANTABRIA,07:00 - 07:30,2,0
14233,RIO EBRO,CANTABRIA,08:30 - 09:00,7,0
14233,RIO EBRO,CANTABRIA,09:30 - 10:00,0,4
14233,RIO EBRO,CANTABRIA,10:00 - 10:30,9,0
14233,RIO EBRO,CANTABRIA,11:30 - 12:00,1,2
14233,RIO EBRO,CANTABRIA,13:30 - 14:00,0,5
14233,RIO EBRO,CANTABRIA,14:30 - 15:00,7,0
14233,RIO EBRO,CANTABRIA,15:30 - 16:00,0,4
14233,RIO EBRO,CANTABRIA,17:00 - 17:30,0,1
14233,RIO EBRO,CANTABRIA,18:30 - 19:00,1,4
14233,RIO EBRO,CANTABRIA,20:00 - 20:30,0,3
14233,RIO EBRO,CANTABRIA,20:30 - 21:00,1,0
14233,RIO EBRO,CANTABRIA,22:00 - 22:30,0,2
14233,RIO EBRO,CANTABRIA,22:30 - 23:00,0,0
14234,PUJAYO,CANTABRIA,07:00 - 07:30,1,0
14234,PUJAYO,CANTABRIA,09:00 - 09:30,0,2
14234,PUJAYO,CANTABRIA,10:30 - 11:00,0,0
14234,PUJAYO,CANTABRIA,11:00 - 11:30,0,2
14234,PUJAYO,CANTABRIA,12:00 - 12:30,0,0
14234,PUJAYO,CANTABRIA,13:00 - 13:30,0,0
14234,PUJAYO,CANTABRIA,15:00 - 15:30,0,1
14234,PUJAYO,CANTABRIA,16:30 - 17:00,0,0
14234,PUJAYO,CANTABRIA,17:30 - 18:00,1,0
14234,PUJAYO,CANTABRIA,18:00 - 18:30,0,0
14234,PUJAYO,CANTABRIA,19:00 - 19:30,1,0
14234,PUJAYO,CANTABRIA,19:30 - 20:00,0,0
14234,PUJAYO,CANTABRIA,21:00 - 21:30,0,0
14234,PUJAYO,CANTABRIA,21:30 - 22:00,0,0
14234,PUJAYO,CANTABRIA,22:30 - 23:00,0,0
14235,ARENAS DE IGUÑA,CANTABRIA,06:30 - 07:00,0,0
14235,ARENAS DE IGUÑA,CANTABRIA,07:30 - 08:00,7,0
14235,ARENAS DE IGUÑA,CANTABRIA,08:30 - 09:00,1,1
14235,ARENAS DE IGUÑA,CANTABRIA,09:00 - 09:30,0,2
14235,ARENAS DE IGUÑA,CANTABRIA,09:30 - 10:00,2,0
14235,ARENAS DE IGUÑA,CANTABRIA,10:30 - 11:00,0,1
14235,ARENAS DE IGUÑA,CANTABRIA,11:00 - 11:30,0,0
14235,ARENAS DE IGUÑA,CANTABRIA,12:30 - 13:00,0,0
14235,ARENAS DE IGUÑA,CANTABRIA,13:00 - 13:30,0,0
14235,ARENAS DE IGUÑA,CANTABRIA,15:00 - 15:30,4,1
14235,ARENAS DE IGUÑA,CANTABRIA,15:30 - 16:00,3,0
14235,ARENAS DE IGUÑA,CANTABRIA,16:00 - 16:30,0,1
14235,ARENAS DE IGUÑA,CANTABRIA,17:30 - 18:00,0,0
14235,ARENAS DE IGUÑA,CANTABRIA,18:00 - 18:30,0,0
14235,ARENAS DE IGUÑA,CANTABRIA,19:00 - 19:30,0,0
14235,ARENAS DE IGUÑA,CANTABRIA,19:30 - 20:00,0,0
14235,ARENAS DE IGUÑA,CANTABRIA,21:00 - 21:30,0,0
14235,ARENAS DE IGUÑA,CANTABRIA,21:30 - 22:00,0,6
14235,ARENAS DE IGUÑA,CANTABRIA,23:00 - 23:30,0,1
14236,VIOÑO,CANTABRIA,07:00 - 07:30,5,0
14236,VIOÑO,CANTABRIA,07:30 - 08:00,1,0
14236,VIOÑO,CANTABRIA,08:00 - 08:30,8,0
14236,VIOÑO,CANTABRIA,08:30 - 09:00,0,2
14236,VIOÑO,CANTABRIA,09:00 - 09:30,8,0
14236,VIOÑO,CANTABRIA,10:00 - 10:30,2,1
14236,VIOÑO,CANTABRIA,11:00 - 11:30,0,0
14236,VIOÑO,CANTABRIA,12:30 - 13:00,0,2
14236,VIOÑO,CANTABRIA,13:00 - 13:30,0,1
14236,VIOÑO,CANTABRIA,14:00 - 14:30,1,2
14236,VIOÑO,CANTABRIA,14:30 - 15:00,1,5
14236,VIOÑO,CANTABRIA,15:00 - 15:30,0,9
14236,VIOÑO,CANTABRIA,15:30 - 16:00,0,0
14236,VIOÑO,CANTABRIA,16:00 - 16:30,3,1
14236,VIOÑO,CANTABRIA,17:00 - 17:30,1,3
14236,VIOÑO,CANTABRIA,18:30 - 19:00,3,1
14236,VIOÑO,CANTABRIA,20:00 - 20:30,0,1
14236,VIOÑO,CANTABRIA,20:30 - 21:00,0,0
14236,VIOÑO,CANTABRIA,21:00 - 21:30,0,0
14236,VIOÑO,CANTABRIA,21:30 - 22:00,0,0
14236,VIOÑO,CANTABRIA,23:00 - 23:30,0,0
14236,VIOÑO,CANTABRIA,23:30 - 00:00,0,0
14237,MURIEDAS-BAHIA,CANTABRIA,00:00 - 00:30,0,0
14237,MURIEDAS-BAHIA,CANTABRIA,06:30 - 07:00,0,0
14237,MURIEDAS-BAHIA,CANTABRIA,07:30 - 08:00,13,2
14237,MURIEDAS-BAHIA,CANTABRIA,08:00 - 08:30,13,5
14237,MURIEDAS-BAHIA,CANTABRIA,08:30 - 09:00,10,1
14237,MURIEDAS-BAHIA,CANTABRIA,09:00 - 09:30,7,0
14237,MURIEDAS-BAHIA,CANTABRIA,09:30 - 10:00,4,31
14237,MURIEDAS-BAHIA,CANTABRIA,10:00 - 10:30,1,0
14237,MURIEDAS-BAHIA,CANTABRIA,11:00 - 11:30,0,1
14237,MURIEDAS-BAHIA,CANTABRIA,11:30 - 12:00,1,0
14237,MURIEDAS-BAHIA,CANTABRIA,12:00 - 12:30,3,0
14237,MURIEDAS-BAHIA,CANTABRIA,13:00 - 13:30,3,2
14237,MURIEDAS-BAHIA,CANTABRIA,13:30 - 14:00,30,7
14237,MURIEDAS-BAHIA,CANTABRIA,14:00 - 14:30,1,13
14237,MURIEDAS-BAHIA,CANTABRIA,14:30 - 15:00,7,16
14237,MURIEDAS-BAHIA,CANTABRIA,15:00 - 15:30,3,6
14237,MURIEDAS-BAHIA,CANTABRIA,16:00 - 16:30,5,1
14237,MURIEDAS-BAHIA,CANTABRIA,16:30 - 17:00,5,1
14237,MURIEDAS-BAHIA,CANTABRIA,17:00 - 17:30,2,0
14237,MURIEDAS-BAHIA,CANTABRIA,17:30 - 18:00,0,1
14237,MURIEDAS-BAHIA,CANTABRIA,18:00 - 18:30,1,0
14237,MURIEDAS-BAHIA,CANTABRIA,18:30 - 19:00,2,1
14237,MURIEDAS-BAHIA,CANTABRIA,19:00 - 19:30,4,5
14237,MURIEDAS-BAHIA,CANTABRIA,19:30 - 20:00,0,4
14237,MURIEDAS-BAHIA,CANTABRIA,20:00 - 20:30,0,0
14237,MURIEDAS-BAHIA,CANTABRIA,20:30 - 21:00,4,3
14237,MURIEDAS-BAHIA,CANTABRIA,21:00 - 21:30,0,6
14237,MURIEDAS-BAHIA,CANTABRIA,21:30 - 22:00,0,0
14237,MURIEDAS-BAHIA,CANTABRIA,22:00 - 22:30,0,0
14237,MURIEDAS-BAHIA,CANTABRIA,22:30 - 23:00,0,1
15118,PUENTE DE LOS FIERROS,ASTURIAS,07:00 - 07:30,0,2
15118,PUENTE DE LOS FIERROS,ASTURIAS,07:30 - 08:00,1,0
15118,PUENTE DE LOS FIERROS,ASTURIAS,08:00 - 08:30,1,0
15118,PUENTE DE LOS FIERROS,ASTURIAS,11:00 - 11:30,1,1
15118,PUENTE DE LOS FIERROS,ASTURIAS,11:30 - 12:00,0,0
15118,PUENTE DE LOS FIERROS,ASTURIAS,13:30 - 14:00,0,2
15118,PUENTE DE LOS FIERROS,ASTURIAS,16:00 - 16:30,0,1
15118,PUENTE DE LOS FIERROS,ASTURIAS,16:30 - 17:00,0,0
15118,PUENTE DE LOS FIERROS,ASTURIAS,17:30 - 18:00,0,0
15118,PUENTE DE LOS FIERROS,ASTURIAS,19:00 - 19:30,0,0
15118,PUENTE DE LOS FIERROS,ASTURIAS,21:00 - 21:30,0,0
15118,PUENTE DE LOS FIERROS,ASTURIAS,21:30 - 22:00,0,0
15118,PUENTE DE LOS FIERROS,ASTURIAS,22:30 - 23:00,0,1
15119,LA FRECHA,ASTURIAS,07:00 - 07:30,0,0
15119,LA FRECHA,ASTURIAS,07:30 - 08:00,0,0
15119,LA FRECHA,ASTURIAS,08:00 - 08:30,0,0
15119,LA FRECHA,ASTURIAS,11:00 - 11:30,0,1
15119,LA FRECHA,ASTURIAS,11:30 - 12:00,1,0
15119,LA FRECHA,ASTURIAS,13:30 - 14:00,0,0
15119,LA FRECHA,ASTURIAS,16:00 - 16:30,0,1
15119,LA FRECHA,ASTURIAS,16:30 - 17:00,0,0
15119,LA FRECHA,ASTURIAS,17:30 - 18:00,0,0
15119,LA FRECHA,ASTURIAS,19:00 - 19:30,0,0
15119,LA FRECHA,ASTURIAS,19:30 - 20:00,0,0
15119,LA FRECHA,ASTURIAS,21:00 - 21:30,0,0
15119,LA FRECHA,ASTURIAS,21:30 - 22:00,0,0
15119,LA FRECHA,ASTURIAS,22:00 - 22:30,0,0
15119,LA FRECHA,ASTURIAS,22:30 - 23:00,0,0
15120,CAMPOMANES,ASTURIAS,07:00 - 07:30,0,0
15120,CAMPOMANES,ASTURIAS,07:30 - 08:00,0,1
15120,CAMPOMANES,ASTURIAS,08:30 - 09:00,8,0
15120,CAMPOMANES,ASTURIAS,11:00 - 11:30,0,1
15120,CAMPOMANES,ASTURIAS,12:00 - 12:30,1,0
15120,CAMPOMANES,ASTURIAS,13:30 - 14:00,0,2
15120,CAMPOMANES,ASTURIAS,14:00 - 14:30,3,0
15120,CAMPOMANES,ASTURIAS,16:00 - 16:30,0,9
15120,CAMPOMANES,ASTURIAS,17:00 - 17:30,5,0
15120,CAMPOMANES,ASTURIAS,17:30 - 18:00,0,1
15120,CAMPOMANES,ASTURIAS,19:00 - 19:30,0,4
15120,CAMPOMANES,ASTURIAS,19:30 - 20:00,2,0
15120,CAMPOMANES,ASTURIAS,21:00 - 21:30,0,5
15120,CAMPOMANES,ASTURIAS,22:00 - 22:30,0,2
15120,CAMPOMANES,ASTURIAS,22:30 - 23:00,0,0
15121,LA COBERTORIA,ASTURIAS,07:00 - 07:30,0,0
15121,LA COBERTORIA,ASTURIAS,07:30 - 08:00,0,0
15121,LA COBERTORIA,ASTURIAS,08:00 - 08:30,2,0
15121,LA COBERTORIA,ASTURIAS,08:30 - 09:00,0,0
15121,LA COBERTORIA,ASTURIAS,10:30 - 11:00,0,0
15121,LA COBERTORIA,ASTURIAS,11:00 - 11:30,0,0
15121,LA COBERTORIA,ASTURIAS,12:00 - 12:30,0,0
15121,LA COBERTORIA,ASTURIAS,13:30 - 14:00,0,0
15121,LA COBERTORIA,ASTURIAS,14:00 - 14:30,0,2
15121,LA COBERTORIA,ASTURIAS,15:30 - 16:00,0,0
15121,LA COBERTORIA,ASTURIAS,17:00 - 17:30,1,0
15121,LA COBERTORIA,ASTURIAS,17:30 - 18:00,0,0
15121,LA COBERTORIA,ASTURIAS,19:00 - 19:30,0,1
15121,LA COBERTORIA,ASTURIAS,19:30 - 20:00,1,0
15121,LA COBERTORIA,ASTURIAS,21:00 - 21:30,0,1
15121,LA COBERTORIA,ASTURIAS,22:00 - 22:30,0,0
15121,LA COBERTORIA,ASTURIAS,22:30 - 23:00,0,0
15122,POLA DE LENA,ASTURIAS,06:30 - 07:00,13,2
15122,POLA DE LENA,ASTURIAS,07:00 - 07:30,24,2
15122,POLA DE LENA,ASTURIAS,07:30 - 08:00,25,7
15122,POLA DE LENA,ASTURIAS,08:00 - 08:30,50,19
15122,POLA DE LENA,ASTURIAS,08:30 - 09:00,15,6
15122,POLA DE LENA,ASTURIAS,09:00 - 09:30,27,8
15122,POLA DE LENA,ASTURIAS,09:30 - 10:00,15,6
15122,POLA DE LENA,ASTURIAS,10:00 - 10:30,21,4
15122,POLA DE LENA,ASTURIAS,10:30 - 11:00,1,5
15122,POLA DE LENA,ASTURIAS,11:00 - 11:30,20,2
15122,POLA DE LENA,ASTURIAS,11:30 - 12:00,11,7
15122,POLA DE LENA,ASTURIAS,12:00 - 12:30,7,1
15122,POLA DE LENA,ASTURIAS,12:30 - 13:00,0,9
15122,POLA DE LENA,ASTURIAS,13:00 - 13:30,7,10
15122,POLA DE LENA,ASTURIAS,13:30 - 14:00,18,11
15122,POLA DE LENA,ASTURIAS,14:00 - 14:30,16,15
15122,POLA DE LENA,ASTURIAS,14:30 - 15:00,26,20
15122,POLA DE LENA,ASTURIAS,15:00 - 15:30,16,32
15122,POLA DE LENA,ASTURIAS,15:30 - 16:00,8,21
15122,POLA DE LENA,ASTURIAS,16:00 - 16:30,11,15
15122,POLA DE LENA,ASTURIAS,16:30 - 17:00,12,7
15122,POLA DE LENA,ASTURIAS,17:00 - 17:30,9,13
15122,POLA DE LENA,ASTURIAS,17:30 - 18:00,11,13
15122,POLA DE LENA,ASTURIAS,18:00 - 18:30,5,12
15122,POLA DE LENA,ASTURIAS,18:30 - 19:00,4,14
15122,POLA DE LENA,ASTURIAS,19:00 - 19:30,16,24
15122,POLA DE LENA,ASTURIAS,19:30 - 20:00,3,6
15122,POLA DE LENA,ASTURIAS,20:00 - 20:30,6,19
15122,POLA DE LENA,ASTURIAS,20:30 - 21:00,0,15
15122,POLA DE LENA,ASTURIAS,21:00 - 21:30,8,17
15122,POLA DE LENA,ASTURIAS,21:30 - 22:00,0,7
15122,POLA DE LENA,ASTURIAS,22:00 - 22:30,4,15
15122,POLA DE LENA,ASTURIAS,22:30 - 23:00,1,10
15122,POLA DE LENA,ASTURIAS,23:00 - 23:30,0,0
15122,POLA DE LENA,ASTURIAS,23:30 - 00:00,0,8
15123,VILLALLANA,ASTURIAS,06:00 - 06:30,0,0
15123,VILLALLANA,ASTURIAS,06:30 - 07:00,1,0
15123,VILLALLANA,ASTURIAS,07:00 - 07:30,1,0
15123,VILLALLANA,ASTURIAS,07:30 - 08:00,3,0
15123,VILLALLANA,ASTURIAS,08:00 - 08:30,4,3
15123,VILLALLANA,ASTURIAS,08:30 - 09:00,0,0
15123,VILLALLANA,ASTURIAS,09:00 - 09:30,2,1
15123,VILLALLANA,ASTURIAS,09:30 - 10:00,4,0
15123,VILLALLANA,ASTURIAS,10:00 - 10:30,1,0
15123,VILLALLANA,ASTURIAS,10:30 - 11:00,0,1
15123,VILLALLANA,ASTURIAS,11:00 - 11:30,1,0
15123,VILLALLANA,ASTURIAS,11:30 - 12:00,2,2
15123,VILLALLANA,ASTURIAS,12:00 - 12:30,1,0
15123,VILLALLANA,ASTURIAS,12:30 - 13:00,1,1
15123,VILLALLANA,ASTURIAS,13:00 - 13:30,0,0
15123,VILLALLANA,ASTURIAS,13:30 - 14:00,0,0
15123,VILLALLANA,ASTURIAS,14:00 - 14:30,0,1
15123,VILLALLANA,ASTURIAS,14:30 - 15:00,1,1
15123,VILLALLANA,ASTURIAS,15:00 - 15:30,0,2
15123,VILLALLANA,ASTURIAS,15:30 - 16:00,1,3
15123,VILLALLANA,ASTURIAS,16:00 - 16:30,0,0
15123,VILLALLANA,ASTURIAS,16:30 - 17:00,0,1
15123,VILLALLANA,ASTURIAS,17:00 - 17:30,2,1
15123,VILLALLANA,ASTURIAS,17:30 - 18:00,0,1
15123,VILLALLANA,ASTURIAS,18:00 - 18:30,0,1
15123,VILLALLANA,ASTURIAS,18:30 - 19:00,0,1
15123,VILLALLANA,ASTURIAS,19:00 - 19:30,5,0
15123,VILLALLANA,ASTURIAS,19:30 - 20:00,0,3
15123,VILLALLANA,ASTURIAS,20:00 - 20:30,0,2
15123,VILLALLANA,ASTURIAS,20:30 - 21:00,0,0
15123,VILLALLANA,ASTURIAS,21:00 - 21:30,0,3
15123,VILLALLANA,ASTURIAS,21:30 - 22:00,1,3
15123,VILLALLANA,ASTURIAS,22:00 - 22:30,0,0
15123,VILLALLANA,ASTURIAS,22:30 - 23:00,0,4
15123,VILLALLANA,ASTURIAS,23:00 - 23:30,0,0
15123,VILLALLANA,ASTURIAS,23:30 - 00:00,0,3
15200,UJO,ASTURIAS,06:00 - 06:30,0,0
15200,UJO,ASTURIAS,06:30 - 07:00,11,1
15200,UJO,ASTURIAS,07:00 - 07:30,17,1
15200,UJO,ASTURIAS,07:30 - 08:00,8,1
15200,UJO,ASTURIAS,08:00 - 08:30,9,0
15200,UJO,ASTURIAS,08:30 - 09:00,4,5
15200,UJO,ASTURIAS,09:00 - 09:30,7,2
15200,UJO,ASTURIAS,09:30 - 10:00,4,2
15200,UJO,ASTURIAS,10:00 - 10:30,5,0
15200,UJO,ASTURIAS,10:30 - 11:00,1,0
15200,UJO,ASTURIAS,11:00 - 11:30,3,0
15200,UJO,ASTURIAS,11:30 - 12:00,3,3
15200,UJO,ASTURIAS,12:00 - 12:30,2,0
15200,UJO,ASTURIAS,12:30 - 13:00,0,7
15200,UJO,ASTURIAS,13:00 - 13:30,3,5
15200,UJO,ASTURIAS,13:30 - 14:00,3,0
15200,UJO,ASTURIAS,14:00 - 14:30,3,6
15200,UJO,ASTURIAS,14:30 - 15:00,3,4
15200,UJO,ASTURIAS,15:00 - 15:30,9,11
15200,UJO,ASTURIAS,15:30 - 16:00,3,2
15200,UJO,ASTURIAS,16:00 - 16:30,8,11
15200,UJO,ASTURIAS,16:30 - 17:00,1,0
15200,UJO,ASTURIAS,17:00 - 17:30,4,4
15200,UJO,ASTURIAS,17:30 - 18:00,3,0
15200,UJO,ASTURIAS,18:00 - 18:30,2,5
15200,UJO,ASTURIAS,18:30 - 19:00,4,5
15200,UJO,ASTURIAS,19:00 - 19:30,4,9
15200,UJO,ASTURIAS,19:30 - 20:00,3,4
15200,UJO,ASTURIAS,20:00 - 20:30,2,6
15200,UJO,ASTURIAS,20:30 - 21:00,2,4
15200,UJO,ASTURIAS,21:00 - 21:30,2,11
15200,UJO,ASTURIAS,21:30 - 22:00,0,2
15200,UJO,ASTURIAS,22:00 - 22:30,0,2
15200,UJO,ASTURIAS,22:30 - 23:00,1,3
15200,UJO,ASTURIAS,23:00 - 23:30,0,0
15200,UJO,ASTURIAS,23:30 - 00:00,0,0
15202,SANTULLANO,ASTURIAS,06:00 - 06:30,0,0
15202,SANTULLANO,ASTURIAS,06:30 - 07:00,0,0
15202,SANTULLANO,ASTURIAS,07:00 - 07:30,0,0
15202,SANTULLANO,ASTURIAS,07:30 - 08:00,4,0
15202,SANTULLANO,ASTURIAS,08:00 - 08:30,0,0
15202,SANTULLANO,ASTURIAS,08:30 - 09:00,6,0
15202,SANTULLANO,ASTURIAS,09:00 - 09:30,2,6
15202,SANTULLANO,ASTURIAS,09:30 - 10:00,2,0
15202,SANTULLANO,ASTURIAS,10:00 - 10:30,2,0
15202,SANTULLANO,ASTURIAS,11:00 - 11:30,1,1
15202,SANTULLANO,ASTURIAS,11:30 - 12:00,0,0
15202,SANTULLANO,ASTURIAS,12:00 - 12:30,1,0
15202,SANTULLANO,ASTURIAS,12:30 - 13:00,0,2
15202,SANTULLANO,ASTURIAS,13:00 - 13:30,1,2
15202,SANTULLANO,ASTURIAS,13:30 - 14:00,0,0
15202,SANTULLANO,ASTURIAS,14:00 - 14:30,2,2
15202,SANTULLANO,ASTURIAS,14:30 - 15:00,0,1
15202,SANTULLANO,ASTURIAS,15:00 - 15:30,4,4
15202,SANTULLANO,ASTURIAS,15:30 - 16:00,1,0
15202,SANTULLANO,ASTURIAS,16:00 - 16:30,2,3
15202,SANTULLANO,ASTURIAS,16:30 - 17:00,0,1
